,Quantity,EmployeeId,MonthsInJob,YrsInJob
0,45.0,1.0,100,8.0
1,36.0,1.0,100,8.0
2,40.0,1.0,100,8.0
3,50.0,1.0,119,10.0
4,20.0,1.0,119,10.0
5,90.0,1.0,119,10.0
6,54.0,1.0,103,9.0
7,55.0,1.0,103,9.0
8,40.0,1.0,116,10.0
9,50.0,1.0,116,10.0
10,24.0,1.0,120,10.0
11,2.0,1.0,120,10.0
12,4.0,1.0,120,10.0
13,4.0,1.0,120,10.0
14,1.0,1.0,120,10.0
15,1.0,1.0,120,10.0
16,2.0,1.0,120,10.0
17,1.0,1.0,120,10.0
18,2.0,1.0,120,10.0
19,2.0,1.0,120,10.0
20,1.0,1.0,120,10.0
21,2.0,1.0,120,10.0
22,1.0,1.0,120,10.0
23,2.0,1.0,120,10.0
24,2.0,1.0,120,10.0
25,2.0,1.0,120,10.0
26,2.0,1.0,120,10.0
27,2.0,1.0,120,10.0
28,1.0,1.0,120,10.0
29,1.0,1.0,120,10.0
30,1.0,1.0,120,10.0
31,4.0,1.0,120,10.0
32,3.0,1.0,120,10.0
33,3.0,1.0,120,10.0
34,2.0,1.0,120,10.0
35,20.0,1.0,104,9.0
36,60.0,1.0,104,9.0
37,70.0,1.0,104,9.0
38,18.0,1.0,104,9.0
39,50.0,1.0,110,9.0
40,9.0,1.0,110,9.0
41,25.0,1.0,101,8.0
42,40.0,1.0,101,8.0
43,30.0,1.0,101,8.0
44,70.0,1.0,101,8.0
45,10.0,1.0,101,8.0
46,10.0,1.0,112,9.0
47,1.0,1.0,112,9.0
48,20.0,1.0,112,9.0
49,8.0,1.0,112,9.0
50,15.0,1.0,112,9.0
51,4.0,1.0,112,9.0
52,4.0,1.0,119,10.0
53,20.0,1.0,119,10.0
54,9.0,1.0,115,10.0
55,40.0,1.0,115,10.0
56,28.0,1.0,115,10.0
57,6.0,1.0,115,10.0
58,6.0,1.0,103,9.0
59,25.0,1.0,99,8.0
60,30.0,1.0,99,8.0
61,10.0,1.0,100,8.0
62,6.0,1.0,100,8.0
63,5.0,1.0,100,8.0
64,12.0,1.0,100,8.0
65,20.0,1.0,120,10.0
66,5.0,1.0,117,10.0
67,12.0,1.0,117,10.0
68,20.0,1.0,117,10.0
69,15.0,1.0,117,10.0
70,30.0,1.0,100,8.0
71,10.0,1.0,100,8.0
72,2.0,1.0,100,8.0
73,70.0,1.0,111,9.0
74,15.0,1.0,111,9.0
75,20.0,1.0,111,9.0
76,30.0,1.0,111,9.0
77,20.0,1.0,111,9.0
78,70.0,1.0,111,9.0
79,15.0,1.0,111,9.0
80,42.0,1.0,103,9.0
81,7.0,1.0,101,8.0
82,6.0,1.0,101,8.0
83,10.0,1.0,116,10.0
84,15.0,1.0,116,10.0
85,3.0,1.0,116,10.0
86,30.0,1.0,103,9.0
87,15.0,1.0,103,9.0
88,60.0,1.0,109,9.0
89,40.0,1.0,109,9.0
90,3.0,1.0,109,9.0
91,35.0,1.0,113,9.0
92,60.0,1.0,108,9.0
93,15.0,1.0,108,9.0
94,2.0,1.0,108,9.0
95,10.0,1.0,108,9.0
96,20.0,1.0,111,9.0
97,20.0,1.0,111,9.0
98,12.0,1.0,111,9.0
99,25.0,1.0,114,10.0
100,16.0,1.0,114,10.0
101,20.0,1.0,114,10.0
102,25.0,1.0,104,9.0
103,7.0,1.0,104,9.0
104,70.0,1.0,104,9.0
105,32.0,1.0,104,9.0
106,42.0,1.0,104,9.0
107,20.0,1.0,119,10.0
108,55.0,1.0,119,10.0
109,40.0,1.0,119,10.0
110,120.0,1.0,118,10.0
111,50.0,1.0,118,10.0
112,28.0,1.0,118,10.0
113,80.0,1.0,111,9.0
114,18.0,1.0,111,9.0
115,40.0,1.0,111,9.0
116,70.0,1.0,111,9.0
117,55.0,1.0,111,9.0
118,30.0,1.0,114,9.0
119,18.0,1.0,114,9.0
120,110.0,1.0,114,9.0
121,24.0,1.0,114,9.0
122,55.0,1.0,120,10.0
123,77.0,1.0,120,10.0
124,25.0,1.0,120,10.0
125,4.0,1.0,120,10.0
126,12.0,1.0,120,10.0
127,24.0,1.0,120,10.0
128,60.0,1.0,120,10.0
129,28.0,1.0,120,10.0
130,20.0,1.0,120,10.0
131,50.0,1.0,104,9.0
132,5.0,1.0,107,9.0
133,25.0,1.0,107,9.0
134,16.0,1.0,107,9.0
135,20.0,1.0,119,10.0
136,20.0,1.0,103,9.0
137,20.0,1.0,103,9.0
138,50.0,1.0,116,10.0
139,7.0,1.0,116,10.0
140,10.0,1.0,116,10.0
141,3.0,1.0,118,10.0
142,20.0,1.0,118,10.0
143,18.0,1.0,118,10.0
144,30.0,1.0,119,10.0
145,21.0,1.0,119,10.0
146,10.0,1.0,119,10.0
147,16.0,1.0,119,10.0
148,5.0,1.0,118,10.0
149,12.0,1.0,118,10.0
150,10.0,1.0,118,10.0
151,15.0,1.0,111,9.0
152,15.0,1.0,111,9.0
153,15.0,1.0,111,9.0
154,14.0,1.0,111,9.0
155,30.0,1.0,120,10.0
156,2.0,1.0,120,10.0
157,5.0,1.0,120,10.0
158,35.0,1.0,104,9.0
159,30.0,1.0,104,9.0
160,21.0,1.0,104,9.0
161,30.0,1.0,103,9.0
162,5.0,1.0,103,9.0
163,30.0,1.0,108,9.0
164,21.0,1.0,108,9.0
165,6.0,1.0,108,9.0
166,20.0,1.0,108,9.0
167,9.0,1.0,108,9.0
168,50.0,1.0,99,8.0
169,65.0,1.0,99,8.0
170,6.0,1.0,99,8.0
171,30.0,1.0,119,10.0
172,30.0,1.0,119,10.0
173,4.0,1.0,119,10.0
174,20.0,1.0,102,9.0
175,77.0,1.0,102,9.0
176,10.0,1.0,102,9.0
177,13.0,1.0,102,9.0
178,7.0,1.0,115,10.0
179,70.0,1.0,115,10.0
180,33.0,1.0,115,10.0
181,16.0,1.0,115,10.0
182,12.0,1.0,115,10.0
183,120.0,1.0,115,10.0
184,27.0,1.0,115,10.0
185,6.0,1.0,118,10.0
186,30.0,1.0,118,10.0
187,40.0,1.0,117,10.0
188,30.0,1.0,117,10.0
189,35.0,1.0,117,10.0
190,30.0,1.0,112,9.0
191,20.0,1.0,112,9.0
192,50.0,1.0,119,10.0
193,36.0,1.0,119,10.0
194,60.0,1.0,119,10.0
195,32.0,1.0,114,9.0
196,25.0,1.0,114,9.0
197,15.0,1.0,114,9.0
198,60.0,1.0,104,9.0
199,21.0,1.0,104,9.0
200,40.0,1.0,104,9.0
201,40.0,1.0,106,9.0
202,2.0,1.0,106,9.0
203,35.0,1.0,106,9.0
204,12.0,1.0,116,10.0
205,35.0,1.0,116,10.0
206,30.0,1.0,117,10.0
207,25.0,1.0,117,10.0
208,25.0,1.0,106,9.0
209,15.0,1.0,106,9.0
210,25.0,1.0,109,9.0
211,30.0,1.0,109,9.0
212,18.0,1.0,109,9.0
213,20.0,1.0,109,9.0
214,3.0,1.0,109,9.0
215,28.0,1.0,115,10.0
216,10.0,1.0,108,9.0
217,10.0,1.0,108,9.0
218,30.0,1.0,109,9.0
219,40.0,1.0,109,9.0
220,10.0,1.0,109,9.0
221,30.0,1.0,117,10.0
222,20.0,1.0,117,10.0
223,4.0,1.0,117,10.0
224,12.0,1.0,106,9.0
225,12.0,1.0,106,9.0
226,30.0,1.0,113,9.0
227,8.0,1.0,113,9.0
228,12.0,1.0,99,8.0
229,6.0,1.0,99,8.0
230,5.0,1.0,118,10.0
231,40.0,1.0,114,9.0
232,10.0,1.0,114,9.0
233,28.0,1.0,114,9.0
234,10.0,1.0,101,8.0
235,5.0,1.0,101,8.0
236,10.0,1.0,101,8.0
237,10.0,1.0,111,9.0
238,6.0,1.0,111,9.0
239,15.0,1.0,112,9.0
240,12.0,1.0,112,9.0
241,24.0,1.0,112,9.0
242,15.0,1.0,104,9.0
243,12.0,1.0,104,9.0
244,15.0,1.0,104,9.0
245,6.0,1.0,104,9.0
246,15.0,1.0,118,10.0
247,12.0,1.0,118,10.0
248,5.0,1.0,118,10.0
249,25.0,1.0,106,9.0
250,25.0,1.0,106,9.0
251,18.0,1.0,106,9.0
252,20.0,1.0,106,9.0
253,30.0,1.0,106,9.0
254,25.0,1.0,118,10.0
255,40.0,1.0,118,10.0
256,25.0,1.0,118,10.0
257,10.0,1.0,118,10.0
258,40.0,1.0,118,10.0
259,14.0,1.0,110,9.0
260,50.0,1.0,110,9.0
261,10.0,1.0,110,9.0
262,60.0,1.0,119,10.0
263,30.0,1.0,113,9.0
264,20.0,1.0,113,9.0
265,40.0,1.0,117,10.0
266,35.0,1.0,117,10.0
267,70.0,1.0,117,10.0
268,15.0,1.0,116,10.0
269,30.0,1.0,116,10.0
270,18.0,1.0,116,10.0
271,30.0,1.0,116,10.0
272,35.0,1.0,111,9.0
273,12.0,1.0,111,9.0
274,6.0,1.0,101,8.0
275,4.0,1.0,101,8.0
276,40.0,1.0,101,8.0
277,9.0,1.0,101,8.0
278,12.0,1.0,101,8.0
279,20.0,1.0,114,9.0
280,20.0,1.0,114,9.0
281,36.0,1.0,114,9.0
282,40.0,1.0,114,9.0
283,15.0,1.0,109,9.0
284,24.0,1.0,109,9.0
285,10.0,1.0,109,9.0
286,20.0,1.0,109,9.0
287,20.0,1.0,112,9.0
288,2.0,1.0,119,10.0
289,20.0,1.0,110,9.0
290,20.0,1.0,110,9.0
291,6.0,1.0,110,9.0
292,30.0,1.0,119,10.0
293,4.0,1.0,119,10.0
294,20.0,1.0,116,10.0
295,6.0,1.0,116,10.0
296,8.0,1.0,104,9.0
297,20.0,1.0,104,9.0
298,10.0,1.0,104,9.0
299,6.0,1.0,118,10.0
300,6.0,1.0,118,10.0
301,20.0,1.0,118,10.0
302,50.0,1.0,113,9.0
303,20.0,1.0,113,9.0
304,40.0,1.0,113,9.0
305,16.0,1.0,118,10.0
306,2.0,1.0,118,10.0
307,2.0,1.0,117,10.0
308,15.0,1.0,117,10.0
309,21.0,1.0,116,10.0
310,15.0,1.0,116,10.0
311,40.0,1.0,102,8.0
312,20.0,1.0,102,8.0
313,12.0,1.0,102,8.0
314,30.0,1.0,108,9.0
315,15.0,1.0,108,9.0
316,20.0,1.0,100,8.0
317,8.0,1.0,117,10.0
318,20.0,1.0,117,10.0
319,40.0,1.0,106,9.0
320,60.0,1.0,106,9.0
321,28.0,1.0,106,9.0
322,16.0,1.0,103,9.0
323,8.0,1.0,103,9.0
324,30.0,1.0,103,9.0
325,15.0,1.0,120,10.0
326,10.0,1.0,120,10.0
327,12.0,1.0,116,10.0
328,20.0,1.0,116,10.0
329,9.0,1.0,120,10.0
330,21.0,1.0,110,9.0
331,10.0,1.0,110,9.0
332,10.0,1.0,116,10.0
333,10.0,1.0,116,10.0
334,12.0,1.0,113,9.0
335,10.0,1.0,113,9.0
336,10.0,1.0,113,9.0
337,5.0,1.0,118,10.0
338,5.0,1.0,118,10.0
339,9.0,1.0,119,10.0
340,5.0,1.0,114,9.0
341,5.0,1.0,114,9.0
342,10.0,1.0,104,9.0
343,10.0,1.0,104,9.0
344,10.0,1.0,107,9.0
345,30.0,2.0,110,9.0
346,40.0,2.0,110,9.0
347,24.0,2.0,110,9.0
348,48.0,2.0,110,9.0
349,40.0,2.0,110,9.0
350,60.0,2.0,114,9.0
351,80.0,2.0,114,9.0
352,70.0,2.0,99,8.0
353,80.0,2.0,99,8.0
354,9.0,2.0,99,8.0
355,50.0,2.0,104,9.0
356,120.0,2.0,104,9.0
357,16.0,2.0,104,9.0
358,84.0,2.0,104,9.0
359,16.0,2.0,104,9.0
360,100.0,2.0,107,9.0
361,40.0,2.0,107,9.0
362,12.0,2.0,97,8.0
363,30.0,2.0,116,10.0
364,25.0,2.0,116,10.0
365,30.0,2.0,116,10.0
366,10.0,2.0,97,8.0
367,3.0,2.0,97,8.0
368,24.0,2.0,97,8.0
369,10.0,2.0,97,8.0
370,20.0,2.0,97,8.0
371,4.0,2.0,97,8.0
372,20.0,2.0,117,10.0
373,10.0,2.0,117,10.0
374,30.0,2.0,104,9.0
375,6.0,2.0,104,9.0
376,21.0,2.0,104,9.0
377,5.0,2.0,103,9.0
378,30.0,2.0,103,9.0
379,24.0,2.0,103,9.0
380,15.0,2.0,112,9.0
381,20.0,2.0,112,9.0
382,16.0,2.0,113,9.0
383,10.0,2.0,113,9.0
384,3.0,2.0,113,9.0
385,3.0,2.0,113,9.0
386,40.0,2.0,117,10.0
387,20.0,2.0,117,10.0
388,30.0,2.0,117,10.0
389,20.0,2.0,117,10.0
390,6.0,2.0,105,9.0
391,14.0,2.0,105,9.0
392,15.0,2.0,105,9.0
393,30.0,2.0,105,9.0
394,24.0,2.0,105,9.0
395,24.0,2.0,107,9.0
396,10.0,2.0,107,9.0
397,10.0,2.0,107,9.0
398,20.0,2.0,112,9.0
399,3.0,2.0,112,9.0
400,35.0,2.0,112,9.0
401,21.0,2.0,109,9.0
402,7.0,2.0,109,9.0
403,2.0,2.0,109,9.0
404,30.0,2.0,114,10.0
405,10.0,2.0,114,10.0
406,10.0,2.0,114,10.0
407,10.0,2.0,98,8.0
408,28.0,2.0,98,8.0
409,70.0,2.0,98,8.0
410,9.0,2.0,109,9.0
411,20.0,2.0,95,8.0
412,30.0,2.0,95,8.0
413,36.0,2.0,115,10.0
414,35.0,2.0,115,10.0
415,8.0,2.0,115,10.0
416,40.0,2.0,114,10.0
417,60.0,2.0,114,10.0
418,20.0,2.0,104,9.0
419,25.0,2.0,104,9.0
420,80.0,2.0,104,9.0
421,12.0,2.0,96,8.0
422,30.0,2.0,96,8.0
423,20.0,2.0,96,8.0
424,30.0,2.0,101,8.0
425,120.0,2.0,101,8.0
426,50.0,2.0,109,9.0
427,10.0,2.0,109,9.0
428,30.0,2.0,109,9.0
429,45.0,2.0,109,9.0
430,24.0,2.0,109,9.0
431,45.0,2.0,109,9.0
432,16.0,2.0,113,9.0
433,15.0,2.0,115,10.0
434,84.0,2.0,115,10.0
435,24.0,2.0,115,10.0
436,24.0,2.0,115,10.0
437,20.0,2.0,115,10.0
438,28.0,2.0,116,10.0
439,8.0,2.0,111,9.0
440,3.0,2.0,111,9.0
441,30.0,2.0,105,9.0
442,18.0,2.0,105,9.0
443,20.0,2.0,100,8.0
444,40.0,2.0,100,8.0
445,15.0,2.0,100,8.0
446,12.0,2.0,116,10.0
447,9.0,2.0,116,10.0
448,18.0,2.0,116,10.0
449,9.0,2.0,115,10.0
450,20.0,2.0,115,10.0
451,12.0,2.0,115,10.0
452,60.0,2.0,115,10.0
453,6.0,2.0,115,10.0
454,30.0,2.0,115,10.0
455,2.0,2.0,116,10.0
456,10.0,2.0,116,10.0
457,6.0,2.0,109,9.0
458,3.0,2.0,109,9.0
459,6.0,2.0,109,9.0
460,5.0,2.0,108,9.0
461,10.0,2.0,116,10.0
462,60.0,2.0,116,10.0
463,30.0,2.0,116,10.0
464,10.0,2.0,116,10.0
465,30.0,2.0,113,9.0
466,21.0,2.0,113,9.0
467,20.0,2.0,113,9.0
468,60.0,2.0,116,10.0
469,66.0,2.0,116,10.0
470,65.0,2.0,116,10.0
471,65.0,2.0,116,10.0
472,30.0,2.0,107,9.0
473,120.0,2.0,107,9.0
474,65.0,2.0,107,9.0
475,5.0,2.0,100,8.0
476,25.0,2.0,100,8.0
477,35.0,2.0,100,8.0
478,13.0,2.0,100,8.0
479,25.0,2.0,98,8.0
480,50.0,2.0,98,8.0
481,35.0,2.0,98,8.0
482,30.0,2.0,98,8.0
483,10.0,2.0,106,9.0
484,50.0,2.0,106,9.0
485,25.0,2.0,116,10.0
486,6.0,2.0,116,10.0
487,60.0,2.0,116,10.0
488,25.0,2.0,116,10.0
489,21.0,2.0,103,9.0
490,1.0,2.0,103,9.0
491,25.0,2.0,116,10.0
492,30.0,2.0,116,10.0
493,35.0,2.0,116,10.0
494,35.0,2.0,116,10.0
495,12.0,2.0,116,10.0
496,30.0,2.0,116,10.0
497,70.0,2.0,106,9.0
498,25.0,2.0,106,9.0
499,30.0,2.0,101,8.0
500,15.0,2.0,101,8.0
501,15.0,2.0,101,8.0
502,24.0,2.0,116,10.0
503,20.0,2.0,103,9.0
504,2.0,2.0,112,9.0
505,10.0,2.0,112,9.0
506,10.0,2.0,115,10.0
507,40.0,2.0,115,10.0
508,30.0,2.0,97,8.0
509,20.0,2.0,97,8.0
510,30.0,2.0,101,8.0
511,30.0,2.0,101,8.0
512,40.0,2.0,101,8.0
513,20.0,2.0,111,9.0
514,30.0,2.0,111,9.0
515,15.0,2.0,111,9.0
516,2.0,2.0,116,10.0
517,10.0,2.0,116,10.0
518,4.0,2.0,116,10.0
519,20.0,2.0,116,10.0
520,18.0,2.0,101,8.0
521,50.0,2.0,101,8.0
522,18.0,2.0,116,10.0
523,15.0,2.0,116,10.0
524,12.0,2.0,115,10.0
525,40.0,2.0,115,10.0
526,18.0,2.0,116,10.0
527,35.0,2.0,105,9.0
528,4.0,2.0,105,9.0
529,36.0,2.0,105,9.0
530,9.0,2.0,105,9.0
531,15.0,2.0,110,9.0
532,30.0,2.0,110,9.0
533,20.0,2.0,116,10.0
534,25.0,2.0,116,10.0
535,35.0,2.0,116,10.0
536,50.0,2.0,100,8.0
537,5.0,2.0,108,9.0
538,5.0,2.0,108,9.0
539,5.0,2.0,113,9.0
540,5.0,2.0,113,9.0
541,7.0,2.0,113,9.0
542,36.0,2.0,102,9.0
543,24.0,2.0,116,10.0
544,35.0,2.0,116,10.0
545,10.0,2.0,116,10.0
546,20.0,2.0,116,10.0
547,10.0,2.0,111,9.0
548,10.0,2.0,111,9.0
549,20.0,2.0,111,9.0
550,10.0,2.0,113,9.0
551,10.0,2.0,113,9.0
552,7.0,2.0,113,9.0
553,20.0,2.0,113,9.0
554,40.0,2.0,116,10.0
555,15.0,2.0,116,10.0
556,4.0,2.0,116,10.0
557,16.0,2.0,100,8.0
558,20.0,2.0,100,8.0
559,8.0,2.0,100,8.0
560,20.0,2.0,103,9.0
561,30.0,2.0,103,9.0
562,24.0,2.0,106,9.0
563,30.0,2.0,109,9.0
564,3.0,2.0,111,9.0
565,50.0,2.0,113,9.0
566,20.0,2.0,113,9.0
567,30.0,2.0,109,9.0
568,20.0,2.0,109,9.0
569,30.0,2.0,109,9.0
570,35.0,2.0,112,9.0
571,15.0,2.0,112,9.0
572,4.0,2.0,114,9.0
573,10.0,2.0,114,9.0
574,5.0,2.0,114,9.0
575,12.0,2.0,96,8.0
576,20.0,2.0,96,8.0
577,14.0,2.0,115,10.0
578,15.0,2.0,116,10.0
579,4.0,2.0,116,10.0
580,10.0,2.0,117,10.0
581,4.0,2.0,117,10.0
582,2.0,2.0,101,8.0
583,4.0,2.0,97,8.0
584,4.0,2.0,111,9.0
585,12.0,2.0,111,9.0
586,60.0,4.0,93,8.0
587,16.0,4.0,93,8.0
588,55.0,4.0,93,8.0
589,15.0,4.0,93,8.0
590,28.0,4.0,94,8.0
591,55.0,4.0,94,8.0
592,35.0,4.0,94,8.0
593,120.0,4.0,94,8.0
594,70.0,4.0,100,8.0
595,60.0,4.0,100,8.0
596,55.0,4.0,100,8.0
597,70.0,4.0,100,8.0
598,20.0,4.0,105,9.0
599,40.0,4.0,107,9.0
600,18.0,4.0,88,7.0
601,15.0,4.0,88,7.0
602,6.0,4.0,88,7.0
603,21.0,4.0,88,7.0
604,15.0,4.0,88,7.0
605,6.0,4.0,97,8.0
606,16.0,4.0,97,8.0
607,25.0,4.0,97,8.0
608,7.0,4.0,97,8.0
609,7.0,4.0,97,8.0
610,20.0,4.0,107,9.0
611,5.0,4.0,107,9.0
612,10.0,4.0,107,9.0
613,15.0,4.0,90,8.0
614,25.0,4.0,90,8.0
615,15.0,4.0,100,8.0
616,20.0,4.0,100,8.0
617,12.0,4.0,107,9.0
618,20.0,4.0,107,9.0
619,12.0,4.0,107,9.0
620,12.0,4.0,107,9.0
621,8.0,4.0,107,9.0
622,30.0,4.0,106,9.0
623,40.0,4.0,106,9.0
624,15.0,4.0,106,9.0
625,15.0,4.0,102,9.0
626,12.0,4.0,102,9.0
627,15.0,4.0,102,9.0
628,6.0,4.0,102,9.0
629,15.0,4.0,95,8.0
630,10.0,4.0,95,8.0
631,10.0,4.0,95,8.0
632,20.0,4.0,94,8.0
633,20.0,4.0,94,8.0
634,10.0,4.0,94,8.0
635,40.0,4.0,96,8.0
636,24.0,4.0,96,8.0
637,20.0,4.0,96,8.0
638,25.0,4.0,96,8.0
639,5.0,4.0,88,7.0
640,21.0,4.0,88,7.0
641,15.0,4.0,88,7.0
642,20.0,4.0,88,7.0
643,15.0,4.0,90,7.0
644,4.0,4.0,90,7.0
645,50.0,4.0,90,7.0
646,8.0,4.0,96,8.0
647,30.0,4.0,96,8.0
648,10.0,4.0,96,8.0
649,25.0,4.0,100,8.0
650,6.0,4.0,100,8.0
651,5.0,4.0,96,8.0
652,15.0,4.0,96,8.0
653,9.0,4.0,96,8.0
654,20.0,4.0,98,8.0
655,60.0,4.0,98,8.0
656,15.0,4.0,106,9.0
657,12.0,4.0,108,9.0
658,25.0,4.0,99,8.0
659,10.0,4.0,91,8.0
660,35.0,4.0,91,8.0
661,35.0,4.0,91,8.0
662,28.0,4.0,91,8.0
663,30.0,4.0,91,8.0
664,50.0,4.0,98,8.0
665,50.0,4.0,91,8.0
666,80.0,4.0,91,8.0
667,25.0,4.0,105,9.0
668,21.0,4.0,105,9.0
669,15.0,4.0,105,9.0
670,80.0,4.0,105,9.0
671,12.0,4.0,105,9.0
672,45.0,4.0,105,9.0
673,55.0,4.0,105,9.0
674,60.0,4.0,105,9.0
675,36.0,4.0,105,9.0
676,45.0,4.0,93,8.0
677,90.0,4.0,93,8.0
678,49.0,4.0,93,8.0
679,24.0,4.0,93,8.0
680,15.0,4.0,107,9.0
681,24.0,4.0,107,9.0
682,40.0,4.0,107,9.0
683,56.0,4.0,107,9.0
684,20.0,4.0,105,9.0
685,25.0,4.0,105,9.0
686,32.0,4.0,105,9.0
687,20.0,4.0,95,8.0
688,60.0,4.0,95,8.0
689,20.0,4.0,95,8.0
690,30.0,4.0,95,8.0
691,10.0,4.0,105,9.0
692,6.0,4.0,105,9.0
693,20.0,4.0,105,9.0
694,12.0,4.0,105,9.0
695,50.0,4.0,100,8.0
696,60.0,4.0,100,8.0
697,6.0,4.0,86,7.0
698,15.0,4.0,86,7.0
699,25.0,4.0,86,7.0
700,40.0,4.0,99,8.0
701,8.0,4.0,99,8.0
702,30.0,4.0,106,9.0
703,30.0,4.0,106,9.0
704,21.0,4.0,106,9.0
705,8.0,4.0,106,9.0
706,4.0,4.0,106,9.0
707,24.0,4.0,104,9.0
708,15.0,4.0,104,9.0
709,15.0,4.0,104,9.0
710,9.0,4.0,99,8.0
711,20.0,4.0,99,8.0
712,30.0,4.0,92,8.0
713,20.0,4.0,92,8.0
714,15.0,4.0,92,8.0
715,16.0,4.0,92,8.0
716,30.0,4.0,93,8.0
717,50.0,4.0,93,8.0
718,50.0,4.0,93,8.0
719,10.0,4.0,99,8.0
720,6.0,4.0,99,8.0
721,10.0,4.0,99,8.0
722,20.0,4.0,105,9.0
